sample_id,source_char_len,source_word_count,fp32_chrf,int8_chrf,delta_chrf,fp32_latency_ms,int8_latency_ms,delta_latency_ms
common_voice_de_19258141,68,11,48.66083227715323,48.66083227715323,0.0,1055.66749999889,1830.098700000235,-774.4312000013451
common_voice_de_19968098,54,6,38.76810594429543,38.76810594429543,0.0,1049.1910000000644,776.2593000002198,272.93169999984457
common_voice_de_18762685,50,9,40.66855148517776,40.66855148517776,0.0,1219.1216999999597,966.9856000000436,252.13609999991604
common_voice_de_19704887,87,14,52.97669644479153,52.97669644479153,0.0,1686.045099999319,1830.442700000276,-144.39760000095703
common_voice_de_17663529,39,6,100.0,100.0,0.0,784.3421000000035,932.2652000000744,-147.92310000007092
common_voice_de_19996352,73,10,42.23013664665636,40.735096194806005,1.4950404518503575,990.6835000001593,1018.7931999998909,-28.109699999731674
common_voice_de_19970392,71,9,61.752903585788665,56.77934257214285,4.9735610136458135,1304.635500000586,909.3468999999459,395.28860000064014
common_voice_de_19171937,48,5,47.48801564220642,47.48801564220642,0.0,719.5573999997578,987.6545999995869,-268.0971999998292
common_voice_de_19968171,30,5,80.25379011253622,35.43609542497292,44.8176946875633,593.0542999994941,467.34680000008666,125.70749999940745
common_voice_de_17338258,69,11,28.639343097153237,27.65489778973349,0.9844453074197475,1490.2905000000146,2132.2986999999785,-642.0081999999638
common_voice_de_19762340,57,6,71.06361886289902,71.06361886289902,0.0,1558.8895000000775,2543.929700000035,-985.0401999999576
common_voice_de_19019351,48,8,44.345035674402,44.345035674402,0.0,904.7798999999941,907.5195000004896,-2.7396000004955567
common_voice_de_19140404,77,9,67.18773441400198,67.18773441400198,0.0,842.6363999997193,994.6946000000025,-152.05820000028325
common_voice_de_17648624,50,8,100.0,100.0,0.0,1629.9493000001348,1204.2691999999988,425.680100000136
common_voice_de_19718711,41,6,100.0,100.0,0.0,1108.6506999999983,1561.2366999994265,-452.58599999942817
common_voice_de_18212380,23,4,79.40731666545841,79.40731666545841,0.0,509.93079999989277,1312.7590999993117,-802.828299999419
common_voice_de_19656989,89,11,82.72153833625504,83.07545094050732,-0.35391260425228666,1424.3293999988964,2093.268900000112,-668.9395000012155
